Series Name,Series Code,Country Name,Country Code,1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],2000 [YR2000],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016]
Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,Germany,DEU,1256074.03,1219016.83,1158796.5,1147631.32,1135937.69,1131718.77,1153137.92,1122917.37,1016295.545,1007404.92744,1017485.97756,1016628.79012,981287.68434,994686.04577,972896.22535,992116.30262,950463.408604366,948006.754235074,929540.263405034,951716.711065489,..,..,..,..
Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,Ghana,GHA,29495.582968,24852.77602,28645.7817,27635.0507,27994.319,30510.819,30600.449,31402.41,107699.825,92865.732,108030.308,71082.313,113159.707,104044.725,107333.767,124072.65,104912.635467253,106432.692607526,107126.215493213,107784.294435056,..,..,..,..
Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,Gibraltar,GIB,159.451771,219.415677,257.86306,261.326759,305.461607,302.597532,305.73852,318.425797,356.180185,368.847075,384.493309,387.802926,397.694674,413.75552,426.49841,417.566705,417.916276542928,443.482165705333,459.115654966115,473.005729316361,..,..,..,..
Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,Greece,GRC,96659.0445,95667.0694,96932.2341,96322.2887,97432.0727,99302.9466,102354.4439,106166.9433,115225.458,115164.4186,118731.242,118117.942,120036.209,117313.2946,127392.258,117310.663,113365.798767144,107505.979055767,105013.933556742,100571.170745123,..,..,..,..
Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,Greenland,GRL,201.3813,204.36377,207.44936,210.43475,213.36314,216.27972,219.16419,222.05167,230.22843,235.34558,238.20061,240.91335,243.68401,246.44199,249.2186,251.9861,254.705158613571,257.571531574549,260.212684343796,262.843649773248,..,..,..,..
Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,Grenada,GRD,157.901249,157.455163,157.733335,156.3931,185.626991,177.638538,197.291173,208.009707,474.9675,479.72813,473.3431,501.036206,562.250665,628.852762,625.75656,643.730012,645.080683567652,682.65769207226,705.684685472562,726.185419740993,..,..,..,..
Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,Guam,GUM,60.1849157,61.4934162,62.9747314,64.4612187,65.8566316,67.2026511,68.4943945,69.7976531,69.55195,72.248862,73.5058179,74.8363805,76.0846518,77.3803765,78.7497834,80.2123132,81.4806286961758,83.6212456391392,84.7696534428198,85.8694584981447,..,..,..,..
Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,Guatemala,GTM,14907.3608,16838.0136,16635.2634,18470.0739,18478.472,19535.9363,19900.9513,19295.8504,70005.686,31424.57,55215.322,24367.657,41739.125,27001.199,34084.597,32857.908,37118.6643315547,30327.54697826,30950.2537441356,31515.4501791152,..,..,..,..
Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,Guinea,GIN,65170.672,52861.472,60026.43,56361.519,56326.349,62537.279,61747.238,62164.736,84360.143,102233.507,75067.41,76276.002,81922.61,101496.413,91126.982,135227.869,160212.122008992,100274.039948299,100814.392078924,101348.988273839,..,..,..,..
Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,Guinea-Bissau,GNB,1628.8117,1495.2571,1592.9894,1580.6816,1598.6278,1701.0715,1693.0587,1709.1528,6791.4424,5926.6406,10897.1552,7123.6567,5582.0385,10458.9408,6842.4988,5808.0868,5046.75756824414,7536.35781347783,7571.17684486716,7604.73449731623,..,..,..,..
Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,Guyana,GUY,16735.4609,16507.5378,17371.6248,18525.3771,15223.2723,16107.0376,16425.0066,16419.2694,4405.2298,5086.4668,5790.9817,4964.8907,4917.3336,4648.2197,4939.3293,5112.8356,25763.6931891269,5937.29421093619,6042.57849427375,6140.68725152308,..,..,..,..
Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,Haiti,HTI,5356.9867,5536.08328,5786.08946,5629.42613,5181.82321,5951.28549,6270.28747,6632.31434,7179.0971,7616.2803,7598.8926,7871.3117,8059.9368,8169.6886,8537.2077,8462.3932,8453.14776108017,8545.16780836899,8695.42577952115,8835.46690838767,..,..,..,..
Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,Honduras,HND,13722.119,15438.3365,14386.6432,15373.2698,15631.6424,16822.7579,17186.9874,16118.7635,21929.621,14868.5855,22792.4616,15006.2446,23206.9081,16686.6526,19178.5335,19785.857,19877.5557663616,19663.7156155789,20084.1362219677,20467.1629868832,..,..,..,..
Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,"Hong Kong SAR, China",HKG,37253.7089,40213.3517,44708.1172,47200.5892,40749.5879,40640.8644,39765.2874,37267.4252,45292.8777,45160.4454,47892.75,45969.3657,46413.3095,47373.1455,49054.4347,51945.7835,52038.7287180895,55049.4029662817,56946.3878595726,58633.5167723061,..,..,..,..
Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,Hungary,HUN,97552.24,90225.968,79814.797,79257.691,78548.093,77421.416,80713.521,78760.592,75482.05879,74621.9861,76989.2295,75935.9504,75543.75689,75140.63523,72331.2477,71578.8505,65812.1371,66250.7743,64385.0040495242,62988.3997990485,..,..,..,..
Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,Iceland,ISL,21761.01853,21712.5972,20807.9459,20893.579,20984.0892,20878.6768,21181.6131,21089.4536,4122.3355,3963.3871,3941.8621,4023.2683,3980.6272,4230.9316,4449.1071,5043.3159,5144.2887106422,5390.98473567479,5530.25743465459,5514.85399229931,..,..,..,..
Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,India,IND,1387371.82,1443266.28,1486420.6,1521727.9,1581028.22,1651503.01,1708836.97,1761537.39,1885189,1917294.66,1976449.15,2090334.85,2117460.59,2232760.11,2382011.76,2438714.28,2594639.91697394,2771456.75614684,2828845.82898461,3002894.92752695,..,..,..,..
Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,Indonesia,IDN,1165113.41,2212869.12,2097491.51,1396509.98,2156232.29,1315570.67,1314060.75,5040841.3,622464.65,1720445.17,888646.15,1060213.55,1171042.59,2381293.72,772946.22,796581.92,1148285.67917462,744790.024070399,763553.164939774,780550.764031458,..,..,..,..
Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,"Iran, Islamic Rep.",IRN,283712.886,309948.399,328777.884,328038.417,363853.514,370387.944,385888.414,402922.917,448089.454,483378.505,516232.685,552318.804,576650.654,619914.466,650956.813,511994.769,522841.167132272,529830.348644122,545075.014864847,551144.132445905,..,..,..,..
Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,Iraq,IRQ,99866.44,70211.023,79840.903,96576.367,106658.004,107285.105,98175.476,103253.907,124402.47,128686.157,107790.878,125423.582,124611.697,129502.484,130078.493,137871.117,138423.769146231,146903.733169242,151457.060059124,155529.505046712,..,..,..,..
Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,Ireland,IRL,65583.192,65980.203,65914.962,66338.242,67790.031,68374.024,70151.949,71594.306,68143.29,69094.685189,68872.5353,68770.04183,70080.71247,71503.3484,70033.0319,70132.71958,65613.0705702765,65591.2459838566,61268.1023659476,62433.0138852174,..,..,..,..
Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,Isle of Man,IMY,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,Israel,ISR,39609.3299,40313.9671,42952.5358,46736.9554,50063.7458,53255.1994,56520.4864,58641.0529,65619.3898423,69487.8009,71533.77838,70576.27465,71353.03175,73591.54212,77128.57252,75238.54546,75026.0352778109,79072.4356631562,81703.9131146652,84044.4344111728,..,..,..,..
Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,Italy,ITA,508764.943,506084.173,504110.294,496267.322,493411.783,518470.761,507338.856,508373.858,547349.86,550782.069,564951.183,562794.853,564114.951,563324.943,547383.143,529283.803,480698.223117841,489460.132730355,482619.037546784,482634.000294537,..,..,..,..
Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,Jamaica,JAM,9319.21737,9371.5824,10249.7128,10465.9562,10521.7448,10886.3338,11247.785,11457.9309,12364.4322,12392.1182,12959.0415,13419.4675,13314.8946,14549.9645,15423.5468,13912.5571,13884.0972177137,14581.6781043858,15053.5054602312,15474.3204085017,..,..,..,..
Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,Japan,JPN,1304676.03,1318933.78,1330643.26,1333072.7,1385835.23,1421640.91,1424112.7,1414397.05,1406194.588,1422453.194,1428102.126,1427399.203,1439905.158,1425898.63,1461356.118,1385164.839,1290243.64782972,1350427.9134916,1396767.26078631,1478858.88126732,..,..,..,..
Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,Jordan,JOR,11599.3165797,11892.662547,13938.77676,14432.90871,15032.0313,15834.0643,16405.7396,16830.7854,17799.0188,18834.63186,18728.0081,20882.0096,22339.7323,22823.0797,23900.584,24469.11527,24315.6473389454,25590.049644546,26440.7735323218,27198.5945143973,..,..,..,..
Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,Kazakhstan,KAZ,372290.9362,362868.415,366068.723,326956.867,288847.538,247266.945,272328.5,207305.66,207395.42,285884.292,256799.005,285197.38,291641.047,324812.472,315840.136,330512.052,287801.126034189,347356.081602398,350475.734882164,366502.19730054,..,..,..,..
Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,Kenya,KEN,38943.126,38141.052,39012.029,39846.354,41268.314,41798.476,41134.09,41235.589,46237.25,43784.866,46308.659,46544.163,48661.628,50017.915,53054.236,53277.032,52547.6800367631,52675.1023516439,53513.9923820998,54302.0956122537,..,..,..,..
Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,Kiribati,KIR,39.7799279,44.2063472,40.9590299,41.2235548,39.4362545,40.1591934,42.230296,43.715237,42.698831,44.793808,44.635066,46.230684,44.618351,44.547904,51.375821,52.441724,52.6991169526772,55.219713920603,56.6998132419489,58.0354562264246,..,..,..,..
Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,"Korea, Dem. People’s Rep.",PRK,162999.454,155908.963,142827.289,132389.657,119835.711,111920.307,100618.396,98661.432,97813.668,96022.3694,98123.02581,101210.574,106557.193,106807.1721,92054.1519,99381.168,99920.3788841107,104116.604314427,107165.318927918,109894.964984758,..,..,..,..
Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,"Korea, Rep.",KOR,300501.326,328691.416,354614.82,385035.318,418012.512,453629.667,487344.746,513934.866,512819.936,534839.283,546211.11377,562450.9571,561372.5433,565697.20066,575558.3818,594982.1988,594493.202241893,628838.721073131,650085.534882287,668989.651446327,..,..,..,..
Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,Kosovo,KSV,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,Kuwait,KWT,34951.6946,47185.0815,37631.0113,46152.1963,54782.3429,57167.7332,56837.7997,59684.9071,65239.5715,62755.2671,74340.5263,82089.0534,91416.6572,87101.2683,86228.4561,89301.4427,88824.8817802557,93785.5685485441,96788.1942169604,99467.1164008466,..,..,..,..
Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,Kyrgyz Republic,KGZ,33283.18809,30183.3567,22014.0663,17742.7522,13406.1932,10488.6816,12527.7409,11417.8648,9973.9558,10365.5904,10992.9099,11243.6025,10852.4673,10680.9086,11464.2627,11873.2617,13218.8107777734,13008.5431032492,13853.6745152227,13794.7412448409,..,..,..,..
Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,Lao PDR,LAO,30128.598,26620.375,38440.377,31462.783,28147.016,31879.678,24691.465,24955.413,24667.954,34783.697,20412.978,76333.64,53444.812,25073.368,70977.957,21335.613,24469.6379259297,38034.9636272718,161456.982700603,161718.737448862,..,..,..,..
Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,Latvia,LVA,33667.7706,31579.4731,27370.8426,24046.0891,21073.774,18782.998,18788.7645,18051.4526,11507.8095,13748.3487,12783.2611,13021.8197,13288.2027,14054.3664,14416.1433,14204.6668,13580.3226,14670.0039,14150.0953121195,13943.921724239,..,..,..,..
Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,Lebanon,LBN,7963.1852,9718.72493,10083.44817,12647.1704,13588.25853,15558.41777,16648.2645,18223.05133,16825.6618,17968.86134,20293.94799,18716.22341,19431.44925,16947.8808,15102.0736,18270.36045,18132.6323118552,19139.270080816,19791.4958766257,20371.9733533155,..,..,..,..
Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,Lesotho,LSO,1882.4258,1872.9355,2108.6519,1990.9259,1969.1242,1938.4438,1839.49,1810.8851,3230.5765,2941.8226,4650.1065,2341.0011,3703.9041,2161.3032,4439.4282,2543.498,2727.98013422641,3425.27889786419,3449.40565110162,3472.70753642453,..,..,..,..
Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,Liberia,LBR,1752.526409,1476.78731,1443.58754,1406.24366,1385.60436,1428.10412,1491.93851,1602.40617,2076.31708,2047.18953,2062.90724,2311.5503,2082.70263,2475.8958,2847.6082,2863.1407,2599.79846235048,2758.54687127273,2797.37082211107,2833.94277850522,..,..,..,..
Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,Libya,LBY,61074.1542,61081.0877,55474.6102,55551.4748,60863.3452,65215.4728,67250.6652,63411.2107,63666.8898,63328.5875,68226.6741,68566.5541,69931.74,71318.6748,71090.5683,74238.8201,73995.4159130736,77780.0897279971,80072.8192017551,82129.133946468,..,..,..,..
Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,Liechtenstein,LIE,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,Lithuania,LTU,54344.5327,56222.146,38057.553,31683.24,30200.133,29219.71,30160.761,29876.404,21257.1305,21963.75,21789.3066,22521.04332,23569.40751,24082.2094,25791.099,26732.648,24473.52047,26786.483,29324.6896732865,29442.2123465731,..,..,..,..
Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,Luxembourg,LUX,13101.9844,13752.49703,13533.83,13758.01445,12977.04983,10728.9068,10528.9944,10135.52208,10268.3634,11557.2574,12047.2209,13115.9247,13445.8188,13493.6595,13072.4388,12702.3411,12343.3163024847,13034.8157583223,12929.5408156803,12610.9976195246,..,..,..,..
Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,"Macao SAR, China",MAC,1016.215687,999.121773,1050.884022,1166.860801,1227.650437,1186.793071,1360.0356,1440.435603,1287.195182,1215.439736,1178.729469,1342.656846,1354.581984,1329.94063,1409.208694,1484.326215,1487.30063325687,1573.8575877553,1626.73889331222,1673.83779769139,..,..,..,..
Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,"Macedonia, FYR",MKD,14328.5064,12880.3406,11588.8962,11783.728,11650.6719,11579.5453,12809.7343,11705.1883,11607.053,10692.75856,11060.578476,11250.99586,11591.60108,11559.34434,12465.444,11742.8238,11639.367239289,12257.5435281439,12645.7140398317,12992.2469938559,..,..,..,..
Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,Madagascar,MDG,48353.24978,43906.18782,57425.8863,42514.656,45839.383,46520.596,43115.832,42210.393,84187.244,84561.656,163798.098,87784.422,159818.564,107263.379,134284.869,94468.136,117984.460835901,117231.040631623,117586.217732155,117932.597060147,..,..,..,..
Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,Malawi,MWI,8537.0945,7968.8054,10138.423,7510.2435,7781.9892,8132.4539,7698.4542,7584.7339,15450.3876,14272.7598,20340.8092,15083.1634,20503.2074,15055.3741,17520.1761,17735.299,15595.8303564547,21415.5371809398,21525.7616594699,21632.1320932947,..,..,..,..
Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,Malaysia,MYS,198587.5635,200252.3506,253515.5852,235936.2626,228129.1697,252184.5882,240004.9957,245919.3852,171393.521,199983.481,195386.718,216283.733,246665.158,240375.427,250680.678,256755.874,277979.415615578,263676.105986662,271818.836761596,279098.376755817,..,..,..,..
Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,Maldives,MDV,130.890855,130.438253,129.377728,157.395204,260.647134,343.534103,344.677926,337.75302,305.082424,414.649524,454.42501,466.122636,486.612249,568.420471,615.327781,642.085684,645.265816054755,684.09863052366,706.853988130539,727.131787406295,..,..,..,..
Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,Mali,MLI,30794.145,26648.862,29573.934,28544.464,28923.565,31483.013,31338.259,32233.054,70241.634,79829.518,67302.869,88391.546,87079.094,83577.389,74744.398,86890.413,74104.2691956336,76827.8814527539,77134.1826164302,77437.931654233,..,..,..,..
Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,Malta,MLT,2605.29414,2501.46927,2464.87426,3123.18766,2824.34096,2710.72427,2659.97264,2835.19023,2553.04695,2551.86278,2955.31074,3020.00875,3166.96708,3056.57731,3227.64269,2125.54781,1977.41451,2053.759,2025.45733335841,1921.12774774241,..,..,..,..
Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,Marshall Islands,MHL,4.91486501,5.14215605,5.34790782,5.51278295,5.67044949,5.80816657,6.02670761,6.12425321,6.2147301,6.35942838,6.46754891,6.60104991,6.74162671,6.89113366,7.09235152,7.31844938,7.54676704,7.80041439,7.8784185339,7.9564226778,..,..,..,..
Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,Mauritania,MRT,5976.906,6220.5861,7689.3047,7883.2518,7881.2337,8039.7137,8251.8602,8692.7971,11950.5596,10019.5833,10307.2832,11027.6403,11475.5441,11509.7784,13429.1196,11721.4539,11967.5831531667,12951.0065581117,13153.8609240339,13343.1626272099,..,..,..,..
Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,Mauritius,MUS,1576.65897,1618.56618,1700.70198,1666.71411,1658.38091,1834.36248,1844.65828,1937.96653,2438.99731,2464.90278,2527.17906,2725.23799,2854.48193,2907.95646,2994.73979,3149.76195,3155.45239150623,3334.10679453031,3441.62204183213,3537.54871124277,..,..,..,..
Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,Mexico,MEX,494151.02,505174.028,494645.64,502121.057,520225.772,515961.212,532804.427,539136.339,576489.52,567679.66,601685.72,567790.06,641308.82,642137.77,646318.66,644167.96,648860.079135921,643375.43361602,652861.29145972,663424.954361171,..,..,..,..
Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,"Micronesia, Fed. Sts.",FSM,47.63686,48.517143,49.427856,50.3221,50.622584,57.82718,58.091752,58.293747,38.664189,38.988045,39.165261,39.343952,39.489149,39.653405,39.87803,40.114106,40.399419,40.624889,41.03113789,41.43738678,..,..,..,..
Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,Moldova,MDA,38029.79932,31646.0445,26833.6086,22774.423,19013.9288,16651.8869,16914.8593,15739.9844,10796.1408,11279.53115,11996.300315,12302.81733,12762.8576,12243.7973,12163.9801,11170.1713,11008.6907771068,11338.7077686998,11433.4868914836,11350.629999647,..,..,..,..
Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,Monaco,MCO,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,Mongolia,MNG,58042.678,58062.256,59494.811,57860.676,56917.884,59119.415,60763.2491,60760.1461,51756.455,50488.318,39185.705,25435.527,27669.265,37790.423,55403.599,46513.8,50237.0158902693,24860.3781081674,25428.9476397532,25944.2551989366,..,..,..,..
Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,Montenegro,MNE,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,Morocco,MAR,37543.266,38293.349,39519.9,39455.137,41252.803,41902.279,42078.662,43941.603,50974.378,53925.24019,54270.6439,65993.198,70022.09,71423.4066,73113.44,72650.847,72152.210619649,76087.3788481451,78381.399786628,80436.7152145251,..,..,..,..
Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,Mozambique,MOZ,40943.06776,33997.2955,53298.3008,30793.921,35829.728,36851.038,31666.106,30429.449,215278.008,248706.421,354834.811,301972.73,349872.741,301392.9914,317678.2949,363780.5718,307176.207409471,379823.550388872,380073.237805556,380308.292508061,..,..,..,..
Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,Myanmar,MMR,875447.03,776791.23,1151425.85,937442.45,820857.17,943040.18,704660.58,697087.16,185137.09,226294.68,187353.37,379912.77,223012.72,199289.348,349940.751,189004.373,266006.03229454,325367.139062547,526919.838488792,528416.217662507,..,..,..,..
Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,Namibia,NAM,7299.9503,7246.8113,8369.4607,6904.621,7299.7744,7245.0185,6716.9304,7024.6601,33985.47,29497.365,28634.234,34751.217,30934.05,37085.6941,36561.0978,28595.4652,39971.703287644,37647.5718011523,37855.6522446755,38049.2707847565,..,..,..,..
Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,Nauru,NRU,2.75751563,2.86287901,2.95555091,3.04256387,3.11683806,3.19682953,3.26881105,3.3465352,3.59607045,3.75898114,3.83523984,3.90974801,3.98356194,4.05243858,4.13258043,4.21825037,4.29186935561673,4.4333853434706,4.50535379689799,4.57302008015847,..,..,..,..
Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,Nepal,NPL,25118.3339,25017.0089,24131.4709,25373.4739,25643.7849,26905.3119,27238.2519,27566.6509,31234.017,28915.419,29847.024,30427.862,30862.516,30946.099,31263.61,32026.569,32809.2621925374,32738.69185878,33160.9713713475,40762.7152881677,..,..,..,..
Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,Netherlands,NLD,224468.089,232341.681,230579.363,234204.767,234257.997,235053.007,244204.434,235836.236,220319.9,218276.476,221354.464,221355.349,217083.632,211767.903,208848.042454,205061.312,201884.487178424,212418.45504564,200143.54444018,195873.763889571,..,..,..,..
Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,New Caledonia,NCL,1633.16868,1710.02729,1839.33993,1837.4805,1787.90501,1761.26937,1811.15904,1822.49711,1655.4574,1660.49887,1603.51062,1551.40899,1545.50571,1505.27136,1509.92728,1500.73903,1494.78557080585,1568.02809484123,1616.70937034626,1660.24836192453,..,..,..,..
Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,New Zealand,NZL,65689.817,65434.959,67149.862,66894.903,68092.81,69576.05,70563.226,73548.22,74422.829,77305.4713,80252.282,80229.163,82066.568,83539.488,81888.391,81442.9,76062.1502053644,76141.6578305852,75851.1222399306,78130.9798816606,..,..,..,..
Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,Nicaragua,NIC,10263.4765,9569.4821,10134.5032,10836.687,11082.2681,10769.139,10980.733,11325.7868,14043.287,14719.832,16965.369,14793.133,16831.87,15048.35,15276.859,15791.953,15861.9682306353,15794.3498057937,16068.6412130905,16323.0434302921,..,..,..,..
Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,Niger,NER,6929.2769,7163.74302,7576.52064,7592.12518,7995.58618,8185.4332,8402.8431,8595.5915,11124.281,9326.6288,9570.2698,9191.3938,10258.5269,10176.1295,10970.2882,10491.4259,10530.9297519483,11219.5051135265,11342.1190258822,11460.9158280465,..,..,..,..
Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,Nigeria,NGA,163274.1763,171312.8095,188562.29,187613.213,174508.4,184046.2,203140.476,196351.827,314978.544,295068.358,314942.187,288145.573,374421.704,318579.09,335201.39,316058.63,273156.363092577,292211.735427326,296799.948975518,301010.125866092,..,..,..,..
Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,Northern Mariana Islands,MNP,5.1160915,5.4531069,5.7955346,6.1426591,6.4954702,6.55592511,6.93296305,7.31969726,8.46553305,9.22260823,9.59218446,9.96274548,10.33170764,10.65055804,11.00040397,11.3841499,11.79593055,12.24371151,12.3661486251,12.4885857402,..,..,..,..
